"Bivalirudin";"OIRCOABEOLEUMC-GEJPAHFPSA-N";"Prothrombin";"F2";"yes";"inhibitor"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Annexin A1";"ANXA1";"yes";"agonist"
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"Corticosteroid 11-beta-dehydrogenase isozyme 2";"HSD11B2";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Hydrocortisone";"JYGXADMDTFJGBT-VWUMJDOOSA-N";"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1";"HSD3B1";"unknown";""
"Modafinil";"YFGHCGITMMYXAQ-UHFFFAOYSA-N";"Sodium-dependent dopamine transporter";"SLC6A3";"yes";"inhibitor"
"Modafinil";"YFGHCGITMMYXAQ-UHFFFAOYSA-N";"Alpha-1B adrenergic receptor";"ADRA1B";"unknown";"partial agonist"
"Deferoxamine";"UBQYURCVBFRUQT-UHFFFAOYSA-N";"Amyloid beta A4 protein";"APP";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Sucrase-isomaltase, intestinal";"SI";"unknown";"inhibitor"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Sucrase-isomaltase, intestinal";"SI";"unknown";"inhibitor"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Sucrase-isomaltase, intestinal";"SI";"unknown";"inhibitor"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Sucrase-isomaltase, intestinal";"SI";"unknown";"inhibitor"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"unknown";"antagonist"
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit alpha-4";"CHRNA4";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Scopolamine";"STECJAGHUSJQJN-FWXGHANASA-N";"Neuronal acetylcholine receptor subunit beta-2";"CHRNB2";"unknown";""
"Carbinoxamine";"OJFSXZCBGQGRNV-UHFFFAOYSA-N";"Histamine H1 receptor";"HRH1";"yes";"antagonist"
"Etodolac";"NNYBQONXHNTVIJ-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Etodolac";"NNYBQONXHNTVIJ-UHFFFAOYSA-N";"Prostaglandin G/H synthase 1";"PTGS1";"unknown";"inhibitor"
"Etodolac";"NNYBQONXHNTVIJ-UHFFFAOYSA-N";"Retinoic acid receptor RXR-alpha";"RXRA";"unknown";"other"
"Prilocaine";"MVFGUOIZUNYYSO-UHFFFAOYSA-N";"Sodium channel protein type 5 subunit alpha";"SCN5A";"yes";"inhibitor"
"Prilocaine";"MVFGUOIZUNYYSO-UHFFFAOYSA-N";"Sodium channel protein type 5 subunit alpha";"SCN5A";"yes";"inhibitor"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Histamine H1 receptor";"HRH1";"yes";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Histamine H1 receptor";"HRH1";"yes";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Histamine H2 receptor";"HRH2";"yes";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Histamine H2 receptor";"HRH2";"yes";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"unknown"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"unknown"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"unknown";"unknown"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"Alpha-2A adrenergic receptor";"ADRA2A";"unknown";"unknown"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"unknown";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2A";"HTR2A";"unknown";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 7";"HTR7";"unknown";"antagonist"
"Epinastine";"WHWZLSFABNNENI-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 7";"HTR7";"unknown";"antagonist"
"Tranylcypromine";"AELCINSCMGFISI-UHFFFAOYSA-N";"Amine oxidase [flavin-containing] A";"MAOA";"yes";"inhibitor"
"Tranylcypromine";"AELCINSCMGFISI-UHFFFAOYSA-N";"Amine oxidase [flavin-containing] B";"MAOB";"yes";"inhibitor"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"Gamma-aminobutyric acid receptor subunit alpha-1";"GABRA1";"yes";"agonist"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"Calcium-transporting ATPase type 2C member 1";"ATP2C1";"yes";"inhibitor"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"Glycine receptor subunit alpha-1";"GLRA1";"yes";"agonist"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"Glutamate receptor 1";"GRIA1";"yes";"antagonist"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"Potassium voltage-gated channel subfamily A member 1";"KCNA1";"yes";"inducer"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"ATP synthase subunit delta, mitochondrial";"ATP5D";"unknown";"unknown"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"Calmodulin";"CALM1";"unknown";"other/unknown"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRA1";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRA2";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRA3";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRA4";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRA5";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRA6";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRB1";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRB2";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRB3";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRD";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRE";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRG1";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRG2";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRG3";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRP";"yes";"positive allosteric modulator"
"Isoflurane";"PIWKPBJCKXDKJR-UHFFFAOYSA-N";"GABA-A receptor (anion channel)";"GABRQ";"yes";"positive allosteric modulator"
"Ethotoin";"SZQIFWWUIBRPBZ-UHFFFAOYSA-N";"Sodium channel protein type 5 subunit alpha";"SCN5A";"yes";"inhibitor"
"Ethotoin";"SZQIFWWUIBRPBZ-UHFFFAOYSA-N";"Nuclear receptor subfamily 1 group I member 2";"NR1I2";"unknown";"activator"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-beta";"RXRB";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-beta";"RXRB";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-beta";"RXRB";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-gamma";"RXRG";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-gamma";"RXRG";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-gamma";"RXRG";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor gamma";"RARG";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor gamma";"RARG";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor gamma";"RARG";"yes";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinal dehydrogenase 1";"ALDH1A1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinal dehydrogenase 1";"ALDH1A1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinal dehydrogenase 1";"ALDH1A1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid-induced protein 3";"GPRC5A";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid-induced protein 3";"GPRC5A";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid-induced protein 3";"GPRC5A";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Nuclear receptor subfamily 0 group B member 1";"NR0B1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Nuclear receptor subfamily 0 group B member 1";"NR0B1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Nuclear receptor subfamily 0 group B member 1";"NR0B1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinal dehydrogenase 2";"ALDH1A2";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinal dehydrogenase 2";"ALDH1A2";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinal dehydrogenase 2";"ALDH1A2";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor responder protein 1";"RARRES1";"unknown";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor responder protein 1";"RARRES1";"unknown";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor responder protein 1";"RARRES1";"unknown";"agonist"
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor alpha";"RARA";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor alpha";"RARA";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor alpha";"RARA";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor beta";"RARB";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor beta";"RARB";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor beta";"RARB";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Lipocalin-1";"LCN1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Lipocalin-1";"LCN1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Lipocalin-1";"LCN1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Odorant-binding protein 2a";"OBP2A";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Odorant-binding protein 2a";"OBP2A";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Odorant-binding protein 2a";"OBP2A";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinol-binding protein 4";"RBP4";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinol-binding protein 4";"RBP4";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinol-binding protein 4";"RBP4";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial";"PDK4";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial";"PDK4";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial";"PDK4";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-alpha";"RXRA";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-alpha";"RXRA";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Retinoic acid receptor RXR-alpha";"RXRA";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26A1";"CYP26A1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26A1";"CYP26A1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26A1";"CYP26A1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26B1";"CYP26B1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26B1";"CYP26B1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26B1";"CYP26B1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26C1";"CYP26C1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26C1";"CYP26C1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Cytochrome P450 26C1";"CYP26C1";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Hematopoietic prostaglandin D synthase";"HPGDS";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Hematopoietic prostaglandin D synthase";"HPGDS";"unknown";""
"Tretinoin";"SHGAZHPCJJPHSC-YCNIQYBTSA-N";"Hematopoietic prostaglandin D synthase";"HPGDS";"unknown";""
"Hexachlorophene";"ACGUYXCXAPNIKK-UHFFFAOYSA-N";"D-lactate dehydrogenase";"dld";"yes";"inhibitor"
"Hexachlorophene";"ACGUYXCXAPNIKK-UHFFFAOYSA-N";"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial";"SDHD";"yes";"inhibitor"
"Hexachlorophene";"ACGUYXCXAPNIKK-UHFFFAOYSA-N";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";"unknown";"inhibitor"
"Hexachlorophene";"ACGUYXCXAPNIKK-UHFFFAOYSA-N";"Estrogen receptor alpha";"ESR1";"unknown";""
