Common name,DrugBank ID,chembl_id
TAS-106,DB06656,CHEMBL573352
Valrocemide,DB06657,CHEMBL471638
Rostaporfin,DB06659,NA
Saredutant,DB06660,CHEMBL308148
Abetimus,DB06662,NA
Pasireotide,DB06663,CHEMBL3349607
Lixivaptan,DB06666,CHEMBL49429
prGCD,DB06667,NA
Arverapamil,DB06669,NA
Odanacatib,DB06670,CHEMBL481611
Almorexant,DB06673,CHEMBL455136
Golimumab,DB06674,NA
Clazosentan,DB06677,CHEMBL109648
Esmirtazapine,DB06678,CHEMBL1366933
Amediplase,DB06679,NA
Asoprisnil,DB06680,CHEMBL267431
Belatacept,DB06681,NA
Naproxcinod,DB06682,CHEMBL2103831
Clevudine,DB06683,CHEMBL458875
Vilazodone,DB06684,CHEMBL439849
Laquinimod,DB06685,CHEMBL66092
Sipuleucel-T,DB06688,NA
Ethanolamine Oleate,DB06689,CHEMBL3989529
Nitrous oxide,DB06690,CHEMBL1234579
Mepyramine,DB06691,CHEMBL511
Aprotinin,DB06692,NA
Mevastatin,DB06693,CHEMBL54440
Xylometazoline,DB06694,CHEMBL312448
Dabigatran etexilate,DB06695,CHEMBL539697
Arbekacin,DB06696,CHEMBL426926
Artemether,DB06697,CHEMBL566534
Betahistine,DB06698,CHEMBL24441
Degarelix,DB06699,CHEMBL415606
Desvenlafaxine,DB06700,CHEMBL1118
Dexmethylphenidate,DB06701,CHEMBL827
Fesoterodine,DB06702,CHEMBL1201764
Gadobutrol,DB06703,NA
Iobenguane,DB06704,CHEMBL818
Gadofosveset trisodium,DB06705,NA
Isometheptene,DB06706,CHEMBL1697841
Levonordefrin,DB06707,CHEMBL677
Lumefantrine,DB06708,CHEMBL38827
Methacholine,DB06709,CHEMBL978
Methyltestosterone,DB06710,CHEMBL1395
Naphazoline,DB06711,CHEMBL761
Nilvadipine,DB06712,CHEMBL517427
Norelgestromin,DB06713,NA
Propylhexedrine,DB06714,CHEMBL2105275
Potassium Iodide,DB06715,CHEMBL1141
Fospropofol,DB06716,CHEMBL1201766
Fosaprepitant,DB06717,CHEMBL1199324
Stanozolol,DB06718,CHEMBL2079587
Buserelin,DB06719,NA
Velaglucerase alfa,DB06720,NA
Gimatecan,DB06721,CHEMBL113051
Aluminum hydroxide,DB06723,CHEMBL1200706
Calcium Carbonate,DB06724,CHEMBL1200539
Lornoxicam,DB06725,CHEMBL1569487
Bufuralol,DB06726,CHEMBL296035
Sparteine,DB06727,NA
Aniline,DB06728,CHEMBL538
Sulfaphenazole,DB06729,CHEMBL1109
Gestodene,DB06730,CHEMBL1213583
Seproxetine,DB06731,CHEMBL465123
beta-Naphthoflavone,DB06732,CHEMBL26260
Bafilomycin A1,DB06733,CHEMBL290814
Bafilomycin B1,DB06734,NA
Enclomiphene,DB06735,CHEMBL954
Aceclofenac,DB06736,CHEMBL93645
Zaltoprofen,DB06737,CHEMBL1765291
Ketobemidone,DB06738,CHEMBL47072
Seratrodast,DB06739,CHEMBL70972
BW-A 58C,DB06740,NA
Gavestinel,DB06741,CHEMBL44793
Ambroxol,DB06742,CHEMBL153479
ginkgolide-A,DB06743,CHEMBL465161
ginkgolide-B,DB06744,CHEMBL514432
ginkgolide-C,DB06745,NA
ginkgolide-J,DB06746,NA
ginkgolide-M,DB06747,NA
Ginsenoside C,DB06748,CHEMBL449303
ginsenoside Rb1,DB06749,NA
Ginsenoside Rg1,DB06750,CHEMBL501637
Drotaverine,DB06751,CHEMBL551978
Chymopapain,DB06752,NA
Danaparoid,DB06754,NA
Beta carotene,DB06755,CHEMBL1293
Glycine betaine,DB06756,CHEMBL1182
Manganese,DB06757,NA
Fomivirsen,DB06759,NA
Sacrosidase,DB06760,NA
Beractant,DB06761,NA
Pinacidil,DB06762,CHEMBL1159
Saralasin,DB06763,CHEMBL938
Tetryzoline,DB06764,CHEMBL1266
Alcaftadine,DB06766,CHEMBL1201747
Ammonium chloride,DB06767,CHEMBL1200939
Ammonium lactate,DB06768,CHEMBL1200747
Bendamustine,DB06769,CHEMBL487253
Benzyl alcohol,DB06770,CHEMBL720
Besifloxacin,DB06771,CHEMBL1201760
Cabazitaxel,DB06772,CHEMBL1201748
Human calcitonin,DB06773,NA
Capsaicin,DB06774,CHEMBL294199
Carglumic Acid,DB06775,CHEMBL1201780
Sodium cellulose phosphate,DB06776,NA
Chenodeoxycholic acid,DB06777,CHEMBL240597
Cupric sulfate,DB06778,CHEMBL604
Dalteparin,DB06779,NA
Desoxycorticosterone acetate,DB06780,CHEMBL1200542
Difluprednate,DB06781,CHEMBL1201749
Dimercaprol,DB06782,CHEMBL1597
Prussian blue,DB06783,NA
Gallium citrate Ga 67,DB06784,NA
Ganirelix,DB06785,CHEMBL1251
Halcinonide,DB06786,CHEMBL1200845
Hexocyclium,DB06787,CHEMBL1201325
Histrelin,DB06788,NA
Hydroxyprogesterone caproate,DB06789,CHEMBL1200848
Lanreotide,DB06791,NA
Lanthanum carbonate,DB06792,NA
Levopropoxyphene,DB06793,CHEMBL1738990
Lodoxamide,DB06794,CHEMBL1201266
Mafenide,DB06795,CHEMBL419
Mangafodipir,DB06796,NA
Mebutamate,DB06797,CHEMBL1200922
Methenamine,DB06799,CHEMBL1201270
Methylnaltrexone,DB06800,NA
Monoctanoin,DB06801,CHEMBL1570482
Nepafenac,DB06802,CHEMBL1021
Niclosamide,DB06803,CHEMBL1448
Nonoxynol-9,DB06804,CHEMBL1410
Pentetate calcium trisodium,DB06805,CHEMBL1200945
Pentetate zinc trisodium,DB06806,CHEMBL1200424
Phenyl aminosalicylate,DB06807,CHEMBL1200868
Plerixafor,DB06809,CHEMBL18442
Plicamycin,DB06810,NA
Polidocanol,DB06811,CHEMBL1231723
Povidone-iodine,DB06812,NA
Pralatrexate,DB06813,CHEMBL1201746
Protokylol,DB06814,CHEMBL1201273
Pyrithione zinc,DB06815,CHEMBL1200471
Pyrvinium,DB06816,CHEMBL1201303
Raltegravir,DB06817,CHEMBL254316
Phenylbutyric acid,DB06819,CHEMBL1469
Sulconazole,DB06820,CHEMBL1221
Sulfameter,DB06821,CHEMBL1200359
Tinzaparin,DB06822,NA
Tiopronin,DB06823,CHEMBL1314
Triethylenetetramine,DB06824,CHEMBL609
Triptorelin,DB06825,CHEMBL1201334
Unoprostone,DB06826,CHEMBL1201407
Viomycin,DB06827,CHEMBL3085436
5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,DB06828,NA
4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,DB06829,CHEMBL243940
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",DB06830,CHEMBL55264
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,DB06831,CHEMBL1213083
"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL",DB06832,CHEMBL450940
1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,DB06833,CHEMBL478524
"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",DB06834,CHEMBL1229525
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,DB06835,NA
"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",DB06836,CHEMBL1229535
"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",DB06837,CHEMBL8943
methyl L-phenylalaninate,DB06838,CHEMBL51969
N-(ethoxycarbonyl)-L-leucine,DB06839,NA
"diethyl [(1R)-1,5-diaminopentyl]boronate",DB06840,NA
D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide,DB06841,NA
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,DB06842,CHEMBL1229585
"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",DB06843,NA
"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",DB06844,NA
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,DB06845,NA
"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",DB06847,CHEMBL573306
"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",DB06848,NA
"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",DB06849,NA
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,DB06850,NA
N-(pyridin-3-ylmethyl)aniline,DB06851,CHEMBL264669
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,DB06852,CHEMBL377312
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,DB06853,NA
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,DB06855,CHEMBL62836
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,DB06856,NA
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,DB06857,CHEMBL62897
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,DB06858,NA
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,DB06859,CHEMBL123440
"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",DB06860,CHEMBL1229651
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,DB06861,NA
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,DB06862,NA
"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",DB06864,NA
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,DB06865,NA
6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,DB06866,NA
"3,6,9,12,15,18-HEXAOXAICOSANE",DB06867,NA
N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,DB06868,CHEMBL1229677
1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,DB06869,CHEMBL42039
"17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE",DB06870,NA
17-METHYL-17-ALPHA-DIHYDROEQUILENIN,DB06871,NA
"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",DB06872,NA
"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",DB06873,CHEMBL277577
"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",DB06874,CHEMBL87647
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,DB06875,CHEMBL192154
"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",DB06876,NA
"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",DB06877,CHEMBL219841
1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,DB06878,CHEMBL1198130
"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",DB06879,NA
"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",DB06880,NA
(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,DB06881,NA
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,DB06882,CHEMBL522387
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,DB06883,CHEMBL87580
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,DB06884,NA
3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,DB06885,NA
N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,DB06886,NA
"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",DB06887,CHEMBL203517
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",DB06888,NA
"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",DB06889,CHEMBL1213446
(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,DB06890,NA
"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",DB06891,CHEMBL71611
"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",DB06892,NA
1-DECANE-SULFONIC-ACID,DB06893,CHEMBL1208302
1-DODECANOL,DB06894,CHEMBL24722
"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",DB06896,CHEMBL509101
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",DB06897,CHEMBL490814
"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",DB06898,NA
"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",DB06899,NA
1-[4-(hydroxymethyl)phenyl]guanidine,DB06900,NA
2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,DB06901,NA
4-(1-methyl-1-phenylethyl)phenol,DB06902,CHEMBL194805
"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",DB06903,NA
"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",DB06904,NA
"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",DB06905,NA
2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER,DB06906,NA
"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",DB06907,NA
"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",DB06908,NA
"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",DB06909,CHEMBL521203
"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",DB06910,CHEMBL284314
D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,DB06911,CHEMBL1229801
"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",DB06912,NA
"(2R,3R)-3-{[3,5-BIS(TRIFLUOROMETHYL)PHENYL]AMINO}-2-CYANO-3-THIOXOPROPANAMIDE",DB06913,NA
"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",DB06914,CHEMBL495072
"naphthalene-1,2,4,5,7-pentol",DB06915,NA
"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",DB06916,CHEMBL376632
(4-fluorophenyl)(pyridin-4-yl)methanone,DB06917,CHEMBL563196
2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,DB06918,NA
D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,DB06919,CHEMBL321130
Eribaxaban,DB06920,CHEMBL476186
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,DB06921,NA
"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",DB06922,CHEMBL405886
2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,DB06923,NA
(2R)-2-benzyl-3-nitropropanoic acid,DB06924,CHEMBL407567
3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,DB06925,CHEMBL385937
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",DB06926,CHEMBL451721
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,DB06927,CHEMBL184151
(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID,DB06928,NA
1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,DB06929,CHEMBL1198191
"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",DB06930,CHEMBL217068
"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",DB06931,CHEMBL110971
"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",DB06932,CHEMBL235157
N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,DB06933,CHEMBL250409
(1R)-3-chloro-1-phenylpropan-1-ol,DB06934,NA
"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",DB06935,CHEMBL122055
N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,DB06936,CHEMBL1229851
"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",DB06937,CHEMBL360410
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,DB06938,CHEMBL394826
"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",DB06939,CHEMBL1229855
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",DB06940,CHEMBL252128
(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,DB06941,NA
N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,DB06942,CHEMBL1198147
(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,DB06943,CHEMBL243024
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,DB06944,CHEMBL115220
N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,DB06945,CHEMBL1229868
"(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid",DB06946,NA
1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,DB06947,CHEMBL1198148
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,DB06948,CHEMBL122264
"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]naphthalene-2-carbohydrazide",DB06949,CHEMBL492513
"4-chloro-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",DB06950,CHEMBL474024
(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,DB06951,NA
(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID,DB06952,NA
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,DB06953,NA
"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",DB06954,CHEMBL476937
"3,4-bis(7-chloro-1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid",DB06955,NA
"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",DB06956,CHEMBL200469
"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",DB06957,CHEMBL208239
"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",DB06958,CHEMBL207701
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,DB06959,NA
"N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide",DB06960,NA
"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",DB06961,CHEMBL398346
"(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone",DB06962,CHEMBL255590
"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",DB06963,NA
"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",DB06964,CHEMBL252124
Hexylphosphonic acid (R)-2-methyl-3-phenylpropyl ester,DB06965,NA
Hexylphosphonic acid (S)-2-methyl-3-phenylpropyl ester,DB06966,NA
"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",DB06967,NA
"1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)",DB06968,CHEMBL1229947
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",DB06969,CHEMBL563327
"2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE",DB06970,CHEMBL329363
"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",DB06971,CHEMBL200435
"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",DB06972,CHEMBL232942
"4,4'-PROPANE-2,2-DIYLDIPHENOL",DB06973,CHEMBL418971
"5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one",DB06974,CHEMBL255134
"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",DB06976,CHEMBL359020
(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,DB06977,NA
"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide",DB06978,CHEMBL492514
"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",DB06979,NA
(2S)-2-(1H-indol-3-yl)hexanoic acid,DB06980,NA
(2S)-2-(1H-indol-3-yl)pentanoic acid,DB06981,NA
(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,DB06982,NA
"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",DB06983,CHEMBL400520
"(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL",DB06984,NA
2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,DB06985,CHEMBL1230001
"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",DB06986,CHEMBL386015
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,DB06987,CHEMBL1230004
2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE,DB06988,NA
{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,DB06989,CHEMBL379000
